#id	length	8Cell_Ctrl_rep1	8Cell_Ctrl_rep2	8Cell_Ctrl_rep3	8Cell_siKlf5_rep1	8Cell_siKlf5_rep2	8Cell_siKlf5_rep3
Tbcel	4967	31	23	40	28	22	18
Tbck	6578	332	554	519	483	296	383
Tbk1	3030	333	324	410	417	355	448
Tbkbp1	3335	253	216	363	312	171	162
Tbl1x	2302	225	203	252	187	132	189
Tbl1xr1	8127	1667	2137	2171	1721	1451	1494
Tbl2	4336	1351	1675	1837	2125	1437	1387
Tbl3	2515	5526	6045	5434	6868	6393	5774
Tbp	1842	1578	1694	1609	1792	1555	1367
Tbpl1	2875	409	460	498	541	422	468
Tbpl2	1734	0	4	6	8	0	2
Tbr1	3976	31	82	48	59	55	75
Tbrg1	1565	4822	5553	5248	6785	5736	5275
Tbrg3	7979	662	741	1038	701	511	625
Tbrg4	3139	1693	2093	1816	2477	2017	1710
Tbx1	1949	2	15	57	24	8	6
Tbx10	1778	7	12	2	7	0	18
Tbx15	3567	8	4	2	18	6	8
Tbx18	4679	6	16	53	20	28	28
Tbx19	2662	5	0	22	6	7	7
Tbx2	3562	21	16	4	43	20	19
Tbx20	6892	1943	2616	2729	2616	2226	2301
Tbx21	2552	26	44	30	38	40	56
Tbx22	3712	0	0	0	0	1	0
Tbx3	4837	16656	19932	18200	21211	18313	15518
Tbx3os2	1352	17	19	5	31	18	41
Tbx4	3257	46	91	87	58	43	58
Tbx5	3941	0	2	0	0	0	4
Tbx6	1715	203	246	205	225	104	214
Tbxa2r	1949	43	41	63	44	13	41
Tbxas1	1978	5	3	5	2	5	16
Tc2n	6072	220	318	302	525	419	576
Tcaf1	3738	9	10	4	12	3	20
Tcaf2	4257	6	5	16	15	5	10
Tcaf3	3110	1	0	1	2	0	4
Tcaim	3039	198	251	278	221	187	258
Tcam1	2985	357	326	350	274	264	235
Tcap	948	1	3	0	0	0	4
Tcea1	2847	5617	6608	5974	6850	5687	5891
Tcea2	1163	15	23	12	5	2	4
Tcea3	1247	27	33	44	40	28	7
Tceal1	1108	1	0	0	0	0	6
Tceal3	1115	4	0	0	0	0	0
Tceal5	1016	0	2	0	0	0	0
Tceal6	1115	0	0	2	1	0	0
Tceal7	971	17	8	12	8	7	21
Tceal8	2358	381	395	322	305	239	307
Tceanc	4047	30	30	36	14	44	62
Tceanc2	6243	193	208	254	180	153	179
Tceb1	955	6065	7199	7368	8116	7695	7054
Tceb2	508	850	1200	1083	1239	1146	1006
Tceb3	4592	9419	11254	10964	12042	10642	9866
Tcerg1	4554	9465	11707	11494	12967	11380	10077
Tcerg1l	2569	5	6	13	8	8	10
Tcf12	5061	953	964	1161	1237	1325	1045
Tcf15	931	277	318	426	252	196	126
Tcf19	1773	282	359	348	353	308	328
Tcf20	7350	10466	11957	12327	14815	12166	10960
Tcf21	1227	0	0	0	0	4	8
Tcf23	4101	534	488	388	315	317	317
Tcf24	3746	30	36	62	60	34	62
Tcf25	3879	3559	4650	4058	4984	3934	3500
Tcf3	3547	953	1228	1197	1130	813	749
Tcf4	7681	78	108	54	55	150	135
Tcf7	2238	141	230	253	182	198	152
Tcf7l1	2882	12	20	11	11	4	3
Tcf7l2	4553	602	818	831	932	815	533
Tcfl5	2207	253	451	334	357	297	313
Tchh	5823	524	707	809	928	654	791
Tchhl1	2066	0	0	0	0	4	0
Tchp	2863	763	684	868	898	654	724
Tcirg1	3304	1478	1832	1702	1866	1467	1412
Tcl1	1641	70	108	152	126	130	92
Tcl1b1	1026	16	20	32	20	16	46
Tcl1b2	1009	18	16	11	16	6	12
Tcl1b3	830	5	6	25	4	8	5
Tcl1b4	1031	0	10	4	0	12	2
Tcl1b5	1041	2	0	2	0	2	0
Tcn2	2132	82	66	42	63	71	103
Tcof1	4629	6738	8136	7290	9300	6474	6000
Tcp1	2499	18412	21651	21067	24911	20337	18137
Tcp10a	2466	2	0	6	0	0	0
Tcp10b	2065	1	3	7	0	0	1
Tcp10c	2528	0	0	0	0	1	0
Tcp11	2039	34	10	21	52	16	12
Tcp11l1	3512	290	499	474	408	354	350
Tcp11l2	2400	39	73	64	65	85	48
Tcp11x2	1776	0	2	0	0	0	0
Tcstv1	876	15	16	21	31	59	8
Tcstv3	878	0	21	15	16	38	10
Tcta	1629	43	107	112	117	73	152
Tcte1	3072	22	31	7	25	6	8
Tcte2	1408	17	18	25	26	32	18
Tcte3	1426	0	0	0	0	0	0
Tctex1d1	2262	2	1	2	2	6	0
Tctex1d2	631	16	49	24	36	25	21
Tctex1d4	982	6	0	4	16	1	20
Tctn1	4079	99	40	68	76	54	27
Tctn2	2733	106	89	117	187	153	82
Tctn3	2725	254	236	253	181	152	191
Tdg	3218	0	0	0	0	0	0
Tdgf1	1927	1761	2279	2594	1698	1537	1420
Tdh	1881	1190	1381	1464	900	759	477
Tdo2	1633	0	0	0	0	0	0
Tdp1	2055	80	72	97	69	96	75
Tdp2	1977	1044	1412	1326	1459	1128	1067
Tdpoz1	2302	390	581	386	289	321	432
Tdpoz2	1145	1204	1696	1410	1591	1417	1483
Tdpoz3	1098	79	102	98	203	249	171
Tdpoz4	1113	1343	1591	1611	1422	1325	1023
Tdpoz5	2046	0	0	0	0	0	0
Tdrd1	5443	296	242	380	400	356	216
Tdrd12	1621	82	115	65	69	41	32
Tdrd3	6139	585	874	742	775	665	606
Tdrd5	3472	578	684	723	647	469	325
Tdrd6	7062	2	7	26	20	4	14
Tdrd7	3798	50	53	52	16	58	43
Tdrd9	4809	504	544	504	596	502	444
Tdrkh	2650	263	309	224	268	232	178
Tdrp	2463	1085	1412	1497	2011	1771	1653
Tead1	9962	2321	2810	2418	3241	2578	2549
Tead2	2157	75	130	103	126	112	68
Tead3	3003	129	206	207	222	151	143
Tead4	3076	9831	12273	10532	10791	8483	7565
Tec	2661	19	12	6	12	6	18
Tecpr1	4164	76	127	146	96	64	62
Tecpr2	7942	896	1026	1035	1025	894	901
Tecr	1174	399	500	393	476	376	359
Tecrl	2373	0	4	0	0	8	0
Tecta	7338	4	6	10	0	3	2
Tectb	2725	0	0	0	0	0	0
Teddm1a	1415	12	2	1	3	8	0
Teddm1b	2527	0	0	9	2	12	2
Teddm2	1654	12	14	16	2	22	11
Teddm3	1286	0	0	0	4	0	0
Tef	4458	148	179	132	210	182	104
Tefm	1287	329	360	499	389	353	345
Tek	4702	21	34	33	52	51	63
Tekt1	1636	0	15	2	10	7	9
Tekt2	1494	179	215	143	301	258	216
Tekt3	1739	0	12	6	6	0	0
Tekt4	1532	0	4	2	10	1	0
Tekt5	1778	12	4	16	2	7	8
Telo2	3531	303	386	429	404	299	212
Ten1	902	81	87	70	98	77	95
Tenm1	8361	0	4	0	8	16	4
Tenm2	9779	4	1	10	0	11	10
Tenm3	10978	20	24	15	23	9	23
Tenm4	10633	31	16	6	36	32	9
Tep1	8163	745	715	1023	576	492	501
Tepp	885	0	0	3	0	0	0
Terc	397	219	285	192	241	219	224
Terf1	2268	3210	4166	4206	4837	4346	4272
Terf2	3937	603	663	617	765	525	511
Terf2ip	3599	331	317	348	319	243	267
Tert	3426	145	252	207	287	214	269
Tes	2442	320	332	409	596	609	495
Tesc	942	63	97	60	86	63	77
Tescl	886	7	18	2	2	2	0
Tesk1	3620	70	52	83	38	28	86
Tesk2	3032	699	885	748	982	908	928
Tespa1	1694	0	0	0	0	1	1
Tet1	14082	8439	9680	8670	11576	9255	9610
Tet2	9181	1610	2019	2227	1794	1345	1576
Tet3	10906	1577	1861	2137	2354	1964	1726
Tex10	3203	2530	2958	2966	2749	2662	2252
Tex101	1054	7	6	14	12	14	18
Tex11	3594	134	198	230	176	176	237
Tex12	617	63	74	74	85	124	97
Tex13	2116	76	67	73	54	75	81
Tex13a	1317	0	6	0	2	0	0
Tex14	4888	206	309	250	298	232	258
Tex15	8408	525	511	807	728	620	584
Tex16	3972	48	103	36	86	52	36
Tex19.1	1739	1333	1622	1346	1677	1508	1404
Tex19.2	2046	32	38	44	40	36	40
Tex2	4942	3842	4469	4071	4369	3962	3754
Tex21	2243	2	0	2	6	2	0
Tex22	1267	2	12	0	2	0	2
Tex24	1767	2	0	0	0	0	2
Tex26	1094	10	0	0	0	6	2
Tex261	1454	466	659	528	544	613	628
Tex264	2025	1345	1415	1563	1163	984	863
Tex28	1420	0	0	0	0	0	0
Tex29	775	7	12	0	8	0	4
Tex30	1265	155	221	208	221	243	220
Tex33	1241	1	0	2	0	0	0
Tex35	1021	0	1	0	0	0	4
Tex36	915	0	2	2	0	0	8
Tex37	807	10	6	12	4	16	7
Tex38	818	6	2	6	28	10	9
Tex40	781	23	18	18	10	25	19
Tex43	564	13	10	16	8	15	2
Tex9	4317	262	306	280	402	319	349
Tfam	3918	834	1186	999	1008	871	850
Tfap2a	3923	39	30	57	11	8	0
Tfap2b	6502	10	6	2	8	9	5
Tfap2c	3068	5103	5986	5809	6672	5886	5485
Tfap2d	1747	1	0	4	0	7	2
Tfap2e	2117	68	96	97	67	86	118
Tfap4	2113	989	1079	1090	1636	1539	1314
Tfb1m	1334	119	170	104	130	72	96
Tfb2m	2448	1676	1840	1897	2493	2045	1904
Tfcp2	3301	1360	1500	1578	1493	1549	1495
Tfcp2l1	9270	2429	3045	3274	1570	1237	1414
Tfdp1	2625	2414	2345	2752	2884	2481	2111
Tfdp2	7645	742	943	872	680	527	613
Tfe3	3633	737	778	850	713	582	505
Tfeb	2827	769	1201	1172	1013	895	940
Tfec	1779	0	0	0	0	0	0
Tff1	478	0	0	0	0	0	0
Tff2	571	0	1	0	0	1	0
Tff3	458	0	0	0	0	0	0
Tfg	1948	3558	3896	3806	4453	3619	3676
Tfip11	3549	1677	1840	2021	1880	1681	1592
Tfpi	3780	6	20	14	6	16	3
Tfpi2	1508	0	0	2	0	0	0
Tfpt	1166	1360	1522	1349	1727	1305	1349
Tfr2	3840	37	25	27	8	14	17
Tfrc	4914	27309	32508	31059	38623	36081	34386
Tg	8436	0	12	2	4	1	3
Tgds	2265	326	417	362	302	356	256
Tgfa	4229	2	0	8	6	2	8
Tgfb1	2094	430	597	617	723	381	356
Tgfb1i1	3904	7	2	2	0	3	2
Tgfb2	4725	122	155	123	145	171	82
Tgfb3	3385	23	37	8	54	30	34
Tgfbi	2678	10	0	0	8	1	0
Tgfbr1	5666	689	1021	809	741	629	720
Tgfbr2	4788	6	2	8	18	0	0
Tgfbr3	6053	32	38	28	45	56	27
Tgfbr3l	1075	42	78	59	42	28	45
Tgfbrap1	5538	988	1152	1243	1051	772	778
Tgif1	2674	196	215	231	185	94	103
Tgif2	2899	777	841	833	837	655	574
Tgif2lx1	2044	0	0	0	0	0	0
Tgif2lx2	2064	0	0	0	0	0	0
Tgm1	3006	8	27	19	42	21	18
Tgm2	3549	4	28	26	0	14	18
Tgm3	4144	2	1	1	0	10	0
Tgm4	2767	65	71	54	144	73	138
Tgm5	2531	0	0	0	1	0	0
Tgm6	3546	32	45	38	20	39	22
Tgm7	2123	6	4	5	3	6	4
Tgoln1	5024	588	664	600	728	546	559
Tgoln2	2236	0	0	0	0	0	0
Tgs1	4327	1578	1788	1998	1783	1472	1434
Tgtp1	2809	0	0	1	0	0	0
Tgtp2	2816	0	0	0	0	0	0
Th	1757	34	28	34	20	32	16
Tha1	1840	18	30	46	37	17	20
Thada	7896	1197	1431	1298	1197	1107	1055
Thap1	2267	718	937	827	1167	1030	1027
Thap11	1848	491	612	519	844	710	519
Thap2	3408	9	18	11	24	32	29
Thap3	1114	104	120	115	89	97	79
Thap4	2160	2129	2382	2318	2330	1902	1914
Thap6	3673	49	96	107	88	97	63
Thap7	1164	124	164	164	190	137	125
Thbd	3718	2	10	26	28	2	6
Thbs1	5802	7	7	12	10	6	1
Thbs2	5922	39	29	12	0	25	2
Thbs3	3183	2	18	18	20	30	21
Thbs4	3202	2	2	1	5	2	0
Theg	1249	15	4	9	5	4	14
Thegl	1719	1	2	5	8	1	6
Them4	1730	342	331	399	405	389	313
Them5	1251	0	3	4	0	0	0
Them6	1488	0	0	0	0	0	0
Them7	1598	0	0	0	0	0	0
Themis	6057	0	0	6	2	8	14
Themis2	2542	152	172	130	217	202	154
Themis3	1798	68	72	82	58	91	52
Thg1l	3968	597	656	559	688	637	747
Thnsl1	3899	17	72	52	35	49	29
Thnsl2	2086	0	8	0	4	0	0
Thoc1	3855	4871	5730	5840	5903	4716	4481
Thoc2	7619	5568	6622	6041	5751	6085	6152
Thoc3	2326	3628	4253	4125	5046	3847	3569
Thoc5	2235	2364	2590	2551	3632	2690	2737
Thoc6	1431	423	518	483	780	504	395
Thoc7	1051	1042	1221	1016	1288	1164	1056
Thop1	2585	2555	3005	2818	3174	2811	2545
Thpo	2512	12	36	6	21	10	9
Thra	2246	319	342	399	330	349	314
Thrap3	4327	4827	5201	5914	6403	5640	5135
Thrb	6555	8	0	2	4	10	16
Thrsp	1038	14	14	0	6	0	0
Thsd1	4430	40	22	55	11	8	16
Thsd4	9030	88	112	80	74	100	89
Thsd7a	11000	30	56	56	74	62	28
Thsd7b	6253	49	12	24	50	31	14
Thtpa	2839	6	40	2	38	17	38
Thumpd1	2688	2937	3039	3108	3435	3534	3251
Thumpd2	1856	12	22	43	27	24	4
Thumpd3	2061	429	486	540	618	532	448
Thy1	1735	2	0	2	0	2	0
Thyn1	963	91	85	77	125	120	94
Tia1	4483	50	68	47	143	97	102
Tial1	4292	1624	1687	1741	1892	1866	1972
Tiam1	7798	4861	5453	5572	5126	4138	3808
Tiam2	6963	869	997	1059	816	727	677
Ticam1	2830	573	701	706	517	486	538
Ticam2	3264	160	213	248	236	107	140
Ticrr	7196	9076	10075	9742	12065	9770	9631
Tie1	3879	438	485	389	422	266	331
Tifa	2137	0	0	0	8	0	2
Tifab	3498	33	14	32	30	15	30
Tigar	3653	5777	6510	6518	7632	6657	6367
Tigd2	3007	58	78	112	78	60	52
Tigd3	2115	165	194	205	270	136	161
Tigd4	3459	0	4	0	0	2	2
Tigd5	4801	19	14	16	6	20	4
Tigit	963	13	19	1	2	1	0
Timd2	3384	30310	35596	33941	42167	39410	34580
Timd4	2175	10	3	14	0	5	2
Timeless	4515	1580	2283	1724	1960	1451	1434
Timm10	666	430	614	395	443	553	493
Timm10b	997	205	200	195	209	191	162
Timm13	1225	612	505	620	657	594	560
Timm17a	917	4222	4622	4521	5672	4987	4853
Timm17b	1641	542	579	516	601	601	455
Timm21	1315	1562	1974	1849	1265	881	1078
Timm22	3056	1482	1727	1646	1876	1740	1558
Timm23	1162	4147	4939	4565	5129	4953	4133
Timm44	1782	2762	3490	3015	3815	3367	2923
Timm50	1179	1573	1854	1461	1670	1529	1398
Timm8a1	1183	2498	2870	2237	2678	2514	2380
Timm8a2	915	412	470	443	409	302	332
Timm8b	527	271	283	332	426	358	320
Timm9	1117	364	397	369	350	300	318
Timmdc1	2077	644	742	666	822	716	623
Timp1	890	17	25	10	16	22	12
Timp2	3622	28	2	10	12	6	0
Timp3	4681	0	2	0	10	2	4
Timp4	1416	2	6	1	0	1	4
Tinag	1708	0	0	0	0	0	0
Tinagl1	2175	4	2	2	0	0	0
Tinf2	1739	669	785	777	739	674	665
Tiparp	4154	2858	2975	3617	4877	3850	3669
Tipin	1211	2266	2691	2660	3005	2607	2678
Tiprl	4395	1206	1501	1503	2248	1809	1903
Tirap	4868	44	32	31	73	60	35
Tjap1	2595	1222	1583	1503	1158	864	803
Tjp1	7114	13309	15857	14814	15142	13486	13318
Tjp2	4798	1114	1491	1281	1408	1052	911
Tjp3	3342	95	162	121	85	69	103
Tk1	1369	1597	1791	1626	1572	1362	1296
Tk2	2400	31	25	39	38	14	20
Tkfc	2256	188	278	214	291	185	195
Tkt	3229	3996	4966	4201	4833	4462	3890
Tktl1	2471	395	582	619	366	415	297
Tktl2	6446	88	50	88	84	44	73
Tlcd1	1691	294	291	250	362	215	263
Tlcd2	1424	29	32	31	25	14	40
Tldc1	2574	30	77	48	31	26	48
Tldc2	639	2	0	11	12	1	6
Tle1	12173	205	275	173	221	146	208
Tle2	3115	0	3	10	0	10	14
Tle3	5202	1652	1854	1903	1428	1102	801
Tle4	4883	7416	8681	7608	9892	8172	8122
Tle6	2015	196	282	310	330	306	316
Tlk1	4031	2590	2983	3020	3472	2727	2643
Tlk2	7040	3001	3281	3274	3951	3607	3669
Tll1	4928	56	51	59	62	83	32
Tll2	3369	7	10	13	9	0	6
Tln1	8560	1763	2416	2266	2049	1850	1527
Tln2	12134	475	881	752	516	403	565
Tlr1	3054	0	0	1	0	0	0
Tlr11	3207	0	0	0	0	0	0
Tlr12	3174	0	0	0	8	0	10
Tlr13	4014	0	0	0	4	6	6
Tlr2	2855	0	0	0	6	4	0
Tlr3	4327	12	0	13	0	23	5
Tlr4	3846	6	0	0	0	0	0
Tlr5	3199	2	0	0	0	3	0
Tlr6	2600	0	0	1	0	0	0
Tlr7	3979	0	0	1	0	0	0
Tlr8	3158	1	2	0	6	0	2
Tlr9	3471	8	7	18	24	31	28
Tlx1	2030	2	2	0	0	0	0
Tlx2	1434	2	4	0	17	2	2
Tlx3	1532	0	2	6	10	8	2
Tm2d1	986	44	127	106	112	100	125
Tm2d2	1281	86	28	72	50	62	33
Tm2d3	1003	403	339	403	393	336	418
Tm4sf1	1902	0	0	2	0	2	0
Tm4sf19	1257	2	2	2	1	10	6
Tm4sf20	1503	2	2	2	8	6	9
Tm4sf4	1398	7	6	4	2	0	2
Tm4sf5	975	18	12	26	23	44	18
Tm6sf1	2266	26	32	28	20	3	11
Tm6sf2	1446	69	64	75	56	39	38
Tm7sf2	1479	93	130	117	148	110	127
Tm7sf3	3312	198	304	249	264	232	275
Tm9sf1	2516	615	594	615	680	418	429
Tm9sf2	3062	1954	2475	2307	2657	2349	1964
Tm9sf3	6144	1975	2430	2396	2698	2356	2330
Tm9sf4	3895	932	898	774	897	542	617
Tma16	1088	4051	4545	4548	4851	4150	3877
Tma7	637	910	1541	1228	1647	1344	1254
Tmbim1	2309	633	768	654	539	317	378
Tmbim4	808	102	161	110	105	143	93
Tmbim6	2803	690	837	812	860	796	635
Tmbim7	1680	13	24	15	23	17	19
Tmc1	4073	0	0	1	0	2	2
Tmc2	3216	87	150	107	55	58	56
Tmc3	4316	5	3	14	0	6	10
Tmc4	2346	201	180	195	298	188	180
Tmc5	4307	17	23	37	36	14	13
Tmc6	3144	257	285	279	387	341	264
Tmc7	4493	10	6	7	6	3	8
Tmc8	2908	48	73	76	93	74	67
Tmcc1	5719	453	408	412	495	466	413
Tmcc2	3410	53	55	119	80	87	63
Tmcc3	5889	585	675	736	716	726	636
Tmco1	4474	2492	2673	2718	2774	2532	2420
Tmco2	719	23	47	30	26	31	18
Tmco3	4533	250	258	237	391	211	208
Tmco4	3944	92	170	186	114	42	64
Tmco5	1187	0	0	12	0	8	3
Tmco5b	1237	15	10	20	12	9	5
Tmco6	1815	10	24	22	21	22	17
Tmed1	1487	267	307	388	443	308	282
Tmed10	3526	1900	2067	1840	1368	1092	944
Tmed11	763	0	0	0	0	0	0
Tmed2	1975	3661	4368	3940	4462	4065	4027
Tmed3	1324	16	34	32	14	20	14
Tmed4	1625	390	435	406	525	530	466
Tmed5	3751	4297	4641	5052	5348	5134	4995
Tmed6	863	27	28	55	49	44	87
Tmed7	3452	547	769	588	788	874	796
Tmed8	7179	198	364	251	237	260	261
Tmed9	1451	886	968	1022	1374	1158	956
Tmeff1	2442	232	436	642	217	150	117
Tmeff2	3339	6	3	4	4	2	4
Tmem100	1764	0	0	0	8	0	0
Tmem101	1576	192	174	179	254	169	193
Tmem102	1941	2	0	0	0	0	0
Tmem104	4566	171	156	216	172	140	126
Tmem106a	2301	221	281	323	279	228	252
Tmem106b	6082	201	319	325	337	288	234
Tmem106c	1635	28	45	32	24	34	20
Tmem107	1265	18	28	28	22	12	16
Tmem108	3692	18	10	21	25	17	38
Tmem109	1929	34	24	24	52	22	22
Tmem11	1511	1079	1244	1151	1044	998	764
Tmem110	3738	49	151	108	52	47	65
Tmem114	1406	6	0	0	0	10	2
Tmem115	2177	102	158	86	119	103	47
Tmem116	1451	31	59	30	54	44	29
Tmem117	2781	32	8	17	26	22	24
Tmem119	2078	0	0	0	0	0	6
Tmem120a	1278	1715	2002	2187	2067	2046	1584
Tmem120b	1860	499	558	553	468	366	322
Tmem121	1600	0	0	4	20	2	0
Tmem123	2870	708	1046	1011	956	1143	945
Tmem125	1862	52	60	58	21	2	10
Tmem126a	766	49	32	46	95	84	47
Tmem126b	862	12	20	28	37	18	36
Tmem127	4401	291	324	322	236	244	189
Tmem128	1085	268	356	274	310	242	246
Tmem129	2244	169	186	157	179	134	152
Tmem130	2734	6	36	34	8	2	12
Tmem131	6548	431	660	563	663	598	564
Tmem132a	3489	3	2	0	0	14	1
Tmem132b	7964	90	95	72	144	102	74
Tmem132c	5113	84	125	101	180	145	226
Tmem132cos	869	0	0	3	0	4	0
Tmem132d	4278	76	20	62	44	19	69
Tmem132e	4415	0	0	4	2	0	6
Tmem134	1517	20	16	27	49	10	16
Tmem135	3693	101	151	102	81	58	78
Tmem136	3500	28	30	27	16	18	54
Tmem138	2025	57	51	62	80	53	65
Tmem139	1147	64	110	77	91	64	63
Tmem140	2614	9	0	1	4	12	3
Tmem141	1055	6	4	6	2	10	4
Tmem143	2169	27	7	6	26	14	10
Tmem144	2292	193	169	264	258	85	176
Tmem145	2298	301	418	311	299	237	167
Tmem147	868	28	58	53	60	76	90
Tmem14a	1351	0	4	8	2	4	1
Tmem14c	952	294	340	440	425	382	361
Tmem150a	1510	44	67	67	96	37	46
Tmem150b	3418	2	3	16	14	9	6
Tmem150c	3083	432	492	465	403	384	344
Tmem150cos	1340	6	8	10	14	7	23
Tmem151a	3945	14	3	2	8	12	10
Tmem151b	4851	0	0	11	0	18	4
Tmem154	3342	0	1	6	4	2	1
Tmem158	1733	6	6	16	2	8	0
Tmem159	1411	1261	1288	1153	1085	1146	1154
Tmem160	815	40	32	30	54	42	14
Tmem161a	3034	41	66	88	61	63	68
Tmem161b	2746	568	754	711	710	652	610
Tmem163	2517	1	0	4	0	0	0
Tmem164	6599	277	280	273	333	310	283
Tmem165	1896	275	407	373	605	517	349
Tmem167	10809	758	1103	883	966	810	902
Tmem167b	2864	1046	1352	1338	878	909	739
Tmem168	4548	522	701	760	931	915	696
Tmem169	2815	32	22	28	42	34	34
Tmem17	1370	40	38	48	43	10	26
Tmem170	1943	139	154	186	154	108	136
Tmem170b	7170	103	110	103	76	113	84
Tmem171	1155	3	0	0	0	7	2
Tmem173	2302	1	12	10	6	2	7
Tmem174	2252	4	0	0	2	0	0
Tmem175	3109	85	107	108	139	115	123
Tmem176a	1119	0	0	0	0	10	2
Tmem176b	2049	0	0	0	0	0	1
Tmem177	3292	57	81	126	92	70	76
Tmem178	1696	0	0	0	0	4	2
Tmem178b	3092	37	48	57	113	105	81
Tmem179	2373	0	0	0	0	0	0
Tmem179b	848	118	117	128	109	73	107
Tmem18	2958	88	102	78	54	58	60
Tmem180	2280	19	25	55	39	21	36
Tmem181a	4405	132	139	146	107	44	75
Tmem181b-ps	4710	172	344	205	162	159	138
Tmem181c-ps	4045	38	105	84	104	66	58
Tmem182	1096	0	0	5	2	2	0
Tmem183a	3169	638	749	675	909	659	692
Tmem184a	2090	61	52	48	81	68	54
Tmem184b	3455	70	119	110	74	70	65
Tmem184c	2682	356	473	458	656	509	592
Tmem185b	2830	290	328	334	509	482	402
Tmem186	2878	1262	1318	1099	1324	1211	1077
Tmem189	1700	486	649	532	566	575	493
Tmem19	3009	246	231	233	287	168	180
Tmem190	585	6	5	3	9	11	7
Tmem191c	1408	577	609	524	679	574	548
Tmem192	1126	861	917	963	998	845	628
Tmem194	6513	4080	4532	4307	4443	3763	3585
Tmem194b	3394	16	38	16	15	36	18
Tmem196	3799	0	0	0	0	2	0
Tmem198	2185	0	8	4	0	0	0
Tmem198b	2335	10	12	44	8	16	27
Tmem199	1343	203	280	251	349	289	247
Tmem2	6702	448	539	519	572	376	416
Tmem200a	4115	0	2	0	0	0	0
Tmem200b	1370	5	0	0	2	2	0
Tmem200c	3213	2	8	4	0	6	6
Tmem201	6306	5171	5910	5491	5630	4180	4262
Tmem202	1256	6	3	0	4	12	0
Tmem203	914	114	125	123	109	156	175
Tmem204	1779	4	14	21	29	0	6
Tmem205	1102	4	6	6	0	0	1
Tmem206	4204	52	62	98	66	48	73
Tmem207	1538	0	0	6	0	0	0
Tmem208	775	191	241	217	296	233	199
Tmem209	3403	1453	1803	1560	1490	1315	1218
Tmem210	516	109	112	164	102	35	71
Tmem211	1827	0	2	2	0	0	0
Tmem212	717	0	0	2	0	0	0
Tmem213	530	0	0	4	0	0	0
Tmem214	2762	318	401	564	444	339	422
Tmem215	3226	9	54	29	35	20	18
Tmem216	1166	38	37	78	98	42	41
Tmem217	919	22	30	18	16	10	8
Tmem218	1147	16	4	8	8	10	22
Tmem219	944	55	37	80	50	57	22
Tmem220	1669	0	0	0	0	0	0
Tmem221	1539	4	12	2	6	2	0
Tmem222	1482	109	206	139	247	190	151
Tmem223	748	179	163	173	214	202	161
Tmem225	991	0	0	0	0	0	4
Tmem229a	4985	0	0	0	0	0	0
Tmem229b	3961	8696	10275	8934	9251	8536	8435
Tmem230	1593	60	93	72	86	50	72
Tmem231	2887	1394	1489	1672	1931	1560	1634
Tmem232	2673	6	34	20	28	14	14
Tmem233	700	0	0	8	0	0	0
Tmem234	761	551	749	692	896	517	627
Tmem235	1820	23	67	77	36	30	26
Tmem236	3658	0	4	6	4	0	0
Tmem237	1972	19	36	15	45	42	11
Tmem238	1051	34	38	59	99	50	85
Tmem239	1139	8	13	4	12	2	10
Tmem240	1378	9	10	23	2	14	12
Tmem241	3347	32	35	20	28	22	19
Tmem242	971	250	235	221	255	254	184
Tmem243	988	91	42	65	96	83	79
Tmem245	6895	1231	1976	1701	2509	2170	1919
Tmem246	2983	4	18	12	10	14	4
Tmem247	755	0	0	0	0	0	0
Tmem248	3845	2018	2361	2715	2324	1768	1888
Tmem25	2354	30	21	38	20	8	42
Tmem251	1205	233	288	325	332	275	253
Tmem252	2462	0	0	0	0	2	2
Tmem253	1227	76	140	105	91	66	78
Tmem254a	7065	0	0	0	0	0	0
Tmem254b	4653	0	0	0	0	0	0
Tmem254c	4932	0	0	0	0	0	0
Tmem255a	4155	4	9	7	8	0	4
Tmem255b	1223	2	16	32	27	27	14
Tmem256	431	10	48	26	12	14	6
Tmem258	510	156	154	95	137	105	160
Tmem259	2223	1140	1248	1183	1320	1039	1027
Tmem26	5052	1	0	0	2	0	0
Tmem260	5218	0	22	7	17	6	2
Tmem261	722	308	318	294	458	432	380
Tmem263	3778	448	447	500	481	313	409
Tmem265	1221	176	211	172	256	177	227
Tmem27	1262	2	4	1	0	0	1
Tmem28	1416	0	0	0	0	0	0
Tmem29	2753	351	384	331	363	313	269
Tmem30a	3660	1486	1883	1840	1936	1920	1882
Tmem30b	3282	134	109	156	92	68	75
Tmem30c	1382	0	4	1	6	11	1
Tmem33	6404	1125	1392	1499	1710	1699	1735
Tmem35	1918	0	2	0	0	0	0
Tmem37	1017	119	124	136	182	140	135
Tmem38a	2096	77	86	92	122	93	67
Tmem38b	2861	369	450	399	413	374	285
Tmem39a	2934	508	517	480	572	448	435
Tmem39b	1810	396	450	437	401	346	343
Tmem40	1728	0	3	10	7	0	2
Tmem41a	1359	131	137	130	173	116	140
Tmem41b	3619	21558	25384	23547	30470	28339	25346
Tmem42	1045	45	86	56	38	34	17
Tmem43	2850	137	219	177	148	149	77
Tmem44	4241	47	88	70	102	87	82
Tmem45a	2698	0	0	0	0	0	0
Tmem45a2	3067	0	11	6	0	0	14
Tmem45b	1575	64	95	76	43	60	46
Tmem47	4082	120	88	158	212	231	130
Tmem5	1378	580	627	654	690	689	613
